"groupName","category","policyDisplayName","allowedEffects","defaultEffect","policyId"
"NIST_SP_800-53_R5_AU-6(4)","App Service,Batch,Data Lake,Data Lake,Event Hub,Internet of Things,Key Vault,Kubernetes,Logic Apps,Monitoring,Monitoring,Monitoring,Monitoring,Network,Search,Security Center,Security Center,Security Center,Security Center,Security Center,Security Center,Security Center,Security Center,Security Center,Security Center,Security Center,Security Center,Security Center,Service Bus,SQL,SQL,SQL,Stream Analytics","App Service apps should have resource logs enabled,Resource logs in Batch accounts should be enabled,Resource logs in Azure Data Lake Store should be enabled,Resource logs in Data Lake Analytics should be enabled,Resource logs in Event Hub should be enabled,Resource logs in IoT Hub should be enabled,Resource logs in Key Vault should be enabled,[Preview]: Azure Arc enabled Kubernetes clusters should have Microsoft Defender for Cloud extension installed,Resource logs in Logic Apps should be enabled,[Preview]: Log Analytics extension should be installed on your Linux Azure Arc machines,[Preview]: Log Analytics extension should be installed on your Windows Azure Arc machines,[Preview]: Network traffic data collection agent should be installed on Linux virtual machines,[Preview]: Network traffic data collection agent should be installed on Windows virtual machines,Network Watcher should be enabled,Resource logs in Search services should be enabled,Auto provisioning of the Log Analytics agent should be enabled on your subscription,Azure Defender for App Service should be enabled,Azure Defender for Azure SQL Database servers should be enabled,Azure Defender for Key Vault should be enabled,Azure Defender for Resource Manager should be enabled,Azure Defender for servers should be enabled,Azure Defender for SQL servers on machines should be enabled,Guest Configuration extension should be installed on your machines,Log Analytics agent should be installed on your virtual machine for Azure Security Center monitoring,Log Analytics agent should be installed on your virtual machine scale sets for Azure Security Center monitoring,Microsoft Defender for Containers should be enabled,Microsoft Defender for Storage should be enabled,Virtual machines' Guest Configuration extension should be deployed with system-assigned managed identity,Resource logs in Service Bus should be enabled,Auditing on SQL server should be enabled,Azure Defender for SQL should be enabled for unprotected Azure SQL servers,Azure Defender for SQL should be enabled for unprotected SQL Managed Instances,Resource logs in Azure Stream Analytics should be enabled","overr:AuditIfNotExists|Disabled,overr:AuditIfNotExists|Disabled,overr:AuditIfNotExists|Disabled,overr:AuditIfNotExists|Disabled,overr:AuditIfNotExists|Disabled,overr:AuditIfNotExists|Disabled,overr:AuditIfNotExists|Disabled,overr:AuditIfNotExists|Disabled,overr:AuditIfNotExists|Disabled,overr:AuditIfNotExists|Disabled,overr:AuditIfNotExists|Disabled,overr:AuditIfNotExists|Disabled,overr:AuditIfNotExists|Disabled,overr:AuditIfNotExists|Disabled,overr:AuditIfNotExists|Disabled,overr:AuditIfNotExists|Disabled,overr:AuditIfNotExists|Disabled,overr:AuditIfNotExists|Disabled,overr:AuditIfNotExists|Disabled,overr:AuditIfNotExists|Disabled,overr:AuditIfNotExists|Disabled,overr:AuditIfNotExists|Disabled,overr:AuditIfNotExists|Disabled,overr:AuditIfNotExists|Disabled,overr:AuditIfNotExists|Disabled,overr:AuditIfNotExists|Disabled,overr:AuditIfNotExists|Disabled,overr:AuditIfNotExists|Disabled,overr:AuditIfNotExists|Disabled,overr:AuditIfNotExists|Disabled,overr:AuditIfNotExists|Disabled,overr:AuditIfNotExists|Disabled,overr:AuditIfNotExists|Disabled","AuditIfNotExists,AuditIfNotExists,AuditIfNotExists,AuditIfNotExists,AuditIfNotExists,AuditIfNotExists,AuditIfNotExists,AuditIfNotExists,AuditIfNotExists,AuditIfNotExists,AuditIfNotExists,AuditIfNotExists,AuditIfNotExists,AuditIfNotExists,AuditIfNotExists,AuditIfNotExists,AuditIfNotExists,AuditIfNotExists,AuditIfNotExists,AuditIfNotExists,AuditIfNotExists,AuditIfNotExists,AuditIfNotExists,AuditIfNotExists,AuditIfNotExists,AuditIfNotExists,AuditIfNotExists,AuditIfNotExists,AuditIfNotExists,AuditIfNotExists,AuditIfNotExists,AuditIfNotExists,AuditIfNotExists","91a78b24-f231-4a8a-8da9-02c35b2b6510,428256e6-1fac-4f48-a757-df34c2b3336d,057ef27e-665e-4328-8ea3-04b3122bd9fb,c95c74d9-38fe-4f0d-af86-0c7d626a315c,83a214f7-d01a-484b-91a9-ed54470c9a6a,383856f8-de7f-44a2-81fc-e5135b5c2aa4,cf820ca0-f99e-4f3e-84fb-66e913812d21,8dfab9c4-fe7b-49ad-85e4-1e9be085358f,34f95f76-5386-4de7-b824-0d8478470c9d,842c54e8-c2f9-4d79-ae8d-38d8b8019373,d69b1763-b96d-40b8-a2d9-ca31e9fd0d3e,04c4380f-3fae-46e8-96c9-30193528f602,2f2ee1de-44aa-4762-b6bd-0893fc3f306d,b6e2945c-0b7b-40f5-9233-7a5323b5cdc6,b4330a05-a843-4bc8-bf9a-cacce50c67f4,475aae12-b88a-4572-8b36-9b712b2b3a17,2913021d-f2fd-4f3d-b958-22354e2bdbcb,7fe3b40f-802b-4cdd-8bd4-fd799c948cc2,0e6763cc-5078-4e64-889d-ff4d9a839047,c3d20c29-b36d-48fe-808b-99a87530ad99,4da35fc9-c9e7-4960-aec9-797fe7d9051d,6581d072-105e-4418-827f-bd446d56421b,ae89ebca-1c92-4898-ac2c-9f63decb045c,a4fe33eb-e377-4efb-ab31-0784311bc499,a3a6ea0c-e018-4933-9ef0-5aaa1501449b,1c988dd6-ade4-430f-a608-2a3e5b0a6d38,640d2586-54d2-465f-877f-9ffc1d2109f4,d26f7642-7545-4e18-9b75-8c9bbdee3a9a,f8d36e2f-389b-4ee4-898d-21aeb69a0f45,a6fb4358-5bf4-4ad7-ba82-2cd2f41ce5e9,abfb4388-5bf4-4ad7-ba82-2cd2f41ceae9,abfb7388-5bf4-4ad7-ba99-2cd2f41cebb9,f9be5368-9bf5-4b84-9e0a-7850da98bb46"
"NIST_SP_800-53_R5_AU-6(5)","App Service,Batch,Data Lake,Data Lake,Event Hub,Internet of Things,Key Vault,Kubernetes,Logic Apps,Monitoring,Monitoring,Monitoring,Monitoring,Network,Regulatory Compliance,Search,Security Center,Security Center,Security Center,Security Center,Security Center,Security Center,Security Center,Security Center,Security Center,Security Center,Security Center,Security Center,Security Center,Service Bus,SQL,SQL,SQL,Stream Analytics","App Service apps should have resource logs enabled,Resource logs in Batch accounts should be enabled,Resource logs in Azure Data Lake Store should be enabled,Resource logs in Data Lake Analytics should be enabled,Resource logs in Event Hub should be enabled,Resource logs in IoT Hub should be enabled,Resource logs in Key Vault should be enabled,[Preview]: Azure Arc enabled Kubernetes clusters should have Microsoft Defender for Cloud extension installed,Resource logs in Logic Apps should be enabled,[Preview]: Log Analytics extension should be installed on your Linux Azure Arc machines,[Preview]: Log Analytics extension should be installed on your Windows Azure Arc machines,[Preview]: Network traffic data collection agent should be installed on Linux virtual machines,[Preview]: Network traffic data collection agent should be installed on Windows virtual machines,Network Watcher should be enabled,Integrate Audit record analysis,Resource logs in Search services should be enabled,Auto provisioning of the Log Analytics agent should be enabled on your subscription,Azure Defender for App Service should be enabled,Azure Defender for Azure SQL Database servers should be enabled,Azure Defender for Key Vault should be enabled,Azure Defender for Resource Manager should be enabled,Azure Defender for servers should be enabled,Azure Defender for SQL servers on machines should be enabled,Guest Configuration extension should be installed on your machines,Log Analytics agent should be installed on your virtual machine for Azure Security Center monitoring,Log Analytics agent should be installed on your virtual machine scale sets for Azure Security Center monitoring,Microsoft Defender for Containers should be enabled,Microsoft Defender for Storage should be enabled,Virtual machines' Guest Configuration extension should be deployed with system-assigned managed identity,Resource logs in Service Bus should be enabled,Auditing on SQL server should be enabled,Azure Defender for SQL should be enabled for unprotected Azure SQL servers,Azure Defender for SQL should be enabled for unprotected SQL Managed Instances,Resource logs in Azure Stream Analytics should be enabled","overr:AuditIfNotExists|Disabled,overr:AuditIfNotExists|Disabled,overr:AuditIfNotExists|Disabled,overr:AuditIfNotExists|Disabled,overr:AuditIfNotExists|Disabled,overr:AuditIfNotExists|Disabled,overr:AuditIfNotExists|Disabled,overr:AuditIfNotExists|Disabled,overr:AuditIfNotExists|Disabled,overr:AuditIfNotExists|Disabled,overr:AuditIfNotExists|Disabled,overr:AuditIfNotExists|Disabled,overr:AuditIfNotExists|Disabled,overr:AuditIfNotExists|Disabled,overr:Manual|Disabled,overr:AuditIfNotExists|Disabled,overr:AuditIfNotExists|Disabled,overr:AuditIfNotExists|Disabled,overr:AuditIfNotExists|Disabled,overr:AuditIfNotExists|Disabled,overr:AuditIfNotExists|Disabled,overr:AuditIfNotExists|Disabled,overr:AuditIfNotExists|Disabled,overr:AuditIfNotExists|Disabled,overr:AuditIfNotExists|Disabled,overr:AuditIfNotExists|Disabled,overr:AuditIfNotExists|Disabled,overr:AuditIfNotExists|Disabled,overr:AuditIfNotExists|Disabled,overr:AuditIfNotExists|Disabled,overr:AuditIfNotExists|Disabled,overr:AuditIfNotExists|Disabled,overr:AuditIfNotExists|Disabled,overr:AuditIfNotExists|Disabled","AuditIfNotExists,AuditIfNotExists,AuditIfNotExists,AuditIfNotExists,AuditIfNotExists,AuditIfNotExists,AuditIfNotExists,AuditIfNotExists,AuditIfNotExists,AuditIfNotExists,AuditIfNotExists,AuditIfNotExists,AuditIfNotExists,AuditIfNotExists,Manual,AuditIfNotExists,AuditIfNotExists,AuditIfNotExists,AuditIfNotExists,AuditIfNotExists,AuditIfNotExists,AuditIfNotExists,AuditIfNotExists,AuditIfNotExists,AuditIfNotExists,AuditIfNotExists,AuditIfNotExists,AuditIfNotExists,AuditIfNotExists,AuditIfNotExists,AuditIfNotExists,AuditIfNotExists,AuditIfNotExists,AuditIfNotExists","91a78b24-f231-4a8a-8da9-02c35b2b6510,428256e6-1fac-4f48-a757-df34c2b3336d,057ef27e-665e-4328-8ea3-04b3122bd9fb,c95c74d9-38fe-4f0d-af86-0c7d626a315c,83a214f7-d01a-484b-91a9-ed54470c9a6a,383856f8-de7f-44a2-81fc-e5135b5c2aa4,cf820ca0-f99e-4f3e-84fb-66e913812d21,8dfab9c4-fe7b-49ad-85e4-1e9be085358f,34f95f76-5386-4de7-b824-0d8478470c9d,842c54e8-c2f9-4d79-ae8d-38d8b8019373,d69b1763-b96d-40b8-a2d9-ca31e9fd0d3e,04c4380f-3fae-46e8-96c9-30193528f602,2f2ee1de-44aa-4762-b6bd-0893fc3f306d,b6e2945c-0b7b-40f5-9233-7a5323b5cdc6,85335602-93f5-7730-830b-d43426fd51fa,b4330a05-a843-4bc8-bf9a-cacce50c67f4,475aae12-b88a-4572-8b36-9b712b2b3a17,2913021d-f2fd-4f3d-b958-22354e2bdbcb,7fe3b40f-802b-4cdd-8bd4-fd799c948cc2,0e6763cc-5078-4e64-889d-ff4d9a839047,c3d20c29-b36d-48fe-808b-99a87530ad99,4da35fc9-c9e7-4960-aec9-797fe7d9051d,6581d072-105e-4418-827f-bd446d56421b,ae89ebca-1c92-4898-ac2c-9f63decb045c,a4fe33eb-e377-4efb-ab31-0784311bc499,a3a6ea0c-e018-4933-9ef0-5aaa1501449b,1c988dd6-ade4-430f-a608-2a3e5b0a6d38,640d2586-54d2-465f-877f-9ffc1d2109f4,d26f7642-7545-4e18-9b75-8c9bbdee3a9a,f8d36e2f-389b-4ee4-898d-21aeb69a0f45,a6fb4358-5bf4-4ad7-ba82-2cd2f41ce5e9,abfb4388-5bf4-4ad7-ba82-2cd2f41ceae9,abfb7388-5bf4-4ad7-ba99-2cd2f41cebb9,f9be5368-9bf5-4b84-9e0a-7850da98bb46"
"NIST_SP_800-53_R5_AU-6(7)","Regulatory Compliance","Specify permitted actions associated with customer audit information","overr:Manual|Disabled","Manual","3eecf628-a1c8-1b48-1b5c-7ca781e97970"
"NIST_SP_800-53_R5_AU-7","Regulatory Compliance,Regulatory Compliance","Ensure audit records are not altered,Provide audit review, analysis, and reporting capability","overr:Manual|Disabled,overr:Manual|Disabled","Manual,Manual","27ce30dd-3d56-8b54-6144-e26d9a37a541,44f8a42d-739f-8030-89a8-4c2d5b3f6af3"
"NIST_SP_800-53_R5_AU-7(1)","Regulatory Compliance","Provide capability to process customer-controlled audit records","overr:Manual|Disabled","Manual","21633c09-804e-7fcd-78e3-635c6bfe2be7"
"NIST_SP_800-53_R5_AU-8","Regulatory Compliance","Use system clocks for audit records","overr:Manual|Disabled","Manual","1ee4c7eb-480a-0007-77ff-4ba370776266"
"NIST_SP_800-53_R5_AU-9","Regulatory Compliance,Regulatory Compliance","Enable dual or joint authorization,Protect audit information","overr:Manual|Disabled,overr:Manual|Disabled","Manual,Manual","2c843d78-8f64-92b5-6a9b-e8186c0e7eb6,0e696f5a-451f-5c15-5532-044136538491"
"NIST_SP_800-53_R5_AU-9(2)","Regulatory Compliance","Establish backup policies and procedures","overr:Manual|Disabled","Manual","4f23967c-a74b-9a09-9dc2-f566f61a87b9"
"NIST_SP_800-53_R5_AU-9(3)","Regulatory Compliance","Maintain integrity of audit system","overr:Manual|Disabled","Manual","c0559109-6a27-a217-6821-5a6d44f92897"
"NIST_SP_800-53_R5_AU-9(4)","Regulatory Compliance","Protect audit information","overr:Manual|Disabled","Manual","0e696f5a-451f-5c15-5532-044136538491"
"NIST_SP_800-53_R5_CA-1","Regulatory Compliance","Review security assessment and authorization policies and procedures","overr:Manual|Disabled","Manual","a4493012-908c-5f48-a468-1e243be884ce"
"NIST_SP_800-53_R5_CA-2","Regulatory Compliance,Regulatory Compliance,Regulatory Compliance,Regulatory Compliance","Assess Security Controls,Deliver security assessment results,Develop security assessment plan,Produce Security Assessment report","overr:Manual|Disabled,overr:Manual|Disabled,overr:Manual|Disabled,overr:Manual|Disabled","Manual,Manual,Manual,Manual","c423e64d-995c-9f67-0403-b540f65ba42a,8e49107c-3338-40d1-02aa-d524178a2afe,1c258345-5cd4-30c8-9ef3-5ee4dd5231d6,70a7a065-a060-85f8-7863-eb7850ed2af9"
"NIST_SP_800-53_R5_CA-2(1)","Regulatory Compliance","Employ independent assessors to conduct security control assessments","overr:Manual|Disabled","Manual","b65c5d8e-9043-9612-2c17-65f231d763bb"
"NIST_SP_800-53_R5_CA-2(2)","Regulatory Compliance","Select additional testing for security control assessments","overr:Manual|Disabled","Manual","f78fc35e-1268-0bca-a798-afcba9d2330a"
"NIST_SP_800-53_R5_CA-2(3)","Regulatory Compliance","Accept assessment results","overr:Manual|Disabled","Manual","3054c74b-9b45-2581-56cf-053a1a716c39"
"NIST_SP_800-53_R5_CA-3","Regulatory Compliance,Regulatory Compliance","Require interconnection security agreements,Update interconnection security agreements","overr:Manual|Disabled,overr:Manual|Disabled","Manual,Manual","096a7055-30cb-2db4-3fda-41b20ac72667,d48a6f19-a284-6fc6-0623-3367a74d3f50"
"NIST_SP_800-53_R5_CA-5","Regulatory Compliance,Regulatory Compliance","Develop POA&M,Update POA&M items","overr:Manual|Disabled,overr:Manual|Disabled","Manual,Manual","477bd136-7dd9-55f8-48ac-bae096b86a07,cc057769-01d9-95ad-a36f-1e62a7f9540b"
"NIST_SP_800-53_R5_CA-6","Regulatory Compliance,Regulatory Compliance,Regulatory Compliance","Assign an authorizing official (AO),Ensure resources are authorized,Update the security authorization","overr:Manual|Disabled,overr:Manual|Disabled,overr:Manual|Disabled","Manual,Manual,Manual","e29a8f1b-149b-2fa3-969d-ebee1baa9472,0716f0f5-4955-2ccb-8d5e-c6be14d57c0f,449ebb52-945b-36e5-3446-af6f33770f8f"
"NIST_SP_800-53_R5_CA-7","Regulatory Compliance,Regulatory Compliance,Regulatory Compliance","Configure detection whitelist,Turn on sensors for endpoint security solution,Undergo independent security review","overr:Manual|Disabled,overr:Manual|Disabled,overr:Manual|Disabled","Manual,Manual,Manual","2927e340-60e4-43ad-6b5f-7a1468232cc2,5fc24b95-53f7-0ed1-2330-701b539b97fe,9b55929b-0101-47c0-a16e-d6ac5c7d21f8"
"NIST_SP_800-53_R5_CA-7(1)","Regulatory Compliance","Employ independent assessors for continuous monitoring","overr:Manual|Disabled","Manual","3baee3fd-30f5-882c-018c-cc78703a0106"
"NIST_SP_800-53_R5_CA-7(3)","Regulatory Compliance","Analyse data obtained from continuous monitoring","overr:Manual|Disabled","Manual","6a379d74-903b-244a-4c44-838728bea6b0"
"NIST_SP_800-53_R5_CA-8(1)","Regulatory Compliance","Employ independent team for penetration testing","overr:Manual|Disabled","Manual","611ebc63-8600-50b6-a0e3-fef272457132"
"NIST_SP_800-53_R5_CA-9","Regulatory Compliance","Check for privacy and security compliance before establishing internal connections","overr:Manual|Disabled","Manual","ee4bbbbb-2e52-9adb-4e3a-e641f7ac68ab"
"NIST_SP_800-53_R5_CM-1","Regulatory Compliance","Review and update configuration management policies and procedures","overr:Manual|Disabled","Manual","eb8a8df9-521f-3ccd-7e2c-3d1fcc812340"
"NIST_SP_800-53_R5_CM-10","Regulatory Compliance,Regulatory Compliance,Security Center,Security Center","Require compliance with intellectual property rights,Track software license usage,Adaptive application controls for defining safe applications should be enabled on your machines,Allowlist rules in your adaptive application control policy should be updated","overr:Manual|Disabled,overr:Manual|Disabled,overr:AuditIfNotExists|Disabled,overr:AuditIfNotExists|Disabled","Manual,Manual,AuditIfNotExists,AuditIfNotExists","725164e5-3b21-1ec2-7e42-14f077862841,77cc89bb-774f-48d7-8a84-fb8c322c3000,47a6b606-51aa-4496-8bb7-64b11cf66adc,123a3936-f020-408a-ba0c-47873faf1534"
"NIST_SP_800-53_R5_CM-10(1)","Regulatory Compliance","Restrict use of open source software","overr:Manual|Disabled","Manual","08c11b48-8745-034d-1c1b-a144feec73b9"
"NIST_SP_800-53_R5_CM-11","Security Center,Security Center","Adaptive application controls for defining safe applications should be enabled on your machines,Allowlist rules in your adaptive application control policy should be updated","overr:AuditIfNotExists|Disabled,overr:AuditIfNotExists|Disabled","AuditIfNotExists,AuditIfNotExists","47a6b606-51aa-4496-8bb7-64b11cf66adc,123a3936-f020-408a-ba0c-47873faf1534"
"NIST_SP_800-53_R5_CM-2","Regulatory Compliance,Regulatory Compliance,Regulatory Compliance,Regulatory Compliance,Regulatory Compliance,Regulatory Compliance","Configure actions for noncompliant devices,Develop and maintain baseline configurations,Enforce security configuration settings,Establish a configuration control board,Establish and document a configuration management plan,Implement an automated configuration management tool","overr:Manual|Disabled,overr:Manual|Disabled,overr:Manual|Disabled,overr:Manual|Disabled,overr:Manual|Disabled,overr:Manual|Disabled","Manual,Manual,Manual,Manual,Manual,Manual","b53aa659-513e-032c-52e6-1ce0ba46582f,2f20840e-7925-221c-725d-757442753e7c,058e9719-1ff9-3653-4230-23f76b6492e0,7380631c-5bf5-0e3a-4509-0873becd8a63,526ed90e-890f-69e7-0386-ba5c0f1f784f,33832848-42ab-63f3-1a55-c0ad309d44cd"
"NIST_SP_800-53_R5_CM-2(2)","Regulatory Compliance,Regulatory Compliance,Regulatory Compliance,Regulatory Compliance,Regulatory Compliance,Regulatory Compliance","Configure actions for noncompliant devices,Develop and maintain baseline configurations,Enforce security configuration settings,Establish a configuration control board,Establish and document a configuration management plan,Implement an automated configuration management tool","overr:Manual|Disabled,overr:Manual|Disabled,overr:Manual|Disabled,overr:Manual|Disabled,overr:Manual|Disabled,overr:Manual|Disabled","Manual,Manual,Manual,Manual,Manual,Manual","b53aa659-513e-032c-52e6-1ce0ba46582f,2f20840e-7925-221c-725d-757442753e7c,058e9719-1ff9-3653-4230-23f76b6492e0,7380631c-5bf5-0e3a-4509-0873becd8a63,526ed90e-890f-69e7-0386-ba5c0f1f784f,33832848-42ab-63f3-1a55-c0ad309d44cd"
"NIST_SP_800-53_R5_CM-2(3)","Regulatory Compliance","Retain previous versions of baseline configs","overr:Manual|Disabled","Manual","5e4e9685-3818-5934-0071-2620c4fa2ca5"
"NIST_SP_800-53_R5_CM-2(7)","Regulatory Compliance,Regulatory Compliance","Ensure security safeguards not needed when the individuals return,Not allow for information systems to accompany with individuals","overr:Manual|Disabled,overr:Manual|Disabled","Manual,Manual","1fdf0b24-4043-3c55-357e-036985d50b52,41172402-8d73-64c7-0921-909083c086b0"
"NIST_SP_800-53_R5_CM-3","Regulatory Compliance,Regulatory Compliance,Regulatory Compliance,Regulatory Compliance,Regulatory Compliance,Regulatory Compliance,Regulatory Compliance,Regulatory Compliance","Conduct a security impact analysis,Develop and maintain a vulnerability management standard,Establish a risk management strategy,Establish and document change control processes,Establish configuration management requirements for developers,Perform a privacy impact assessment,Perform a risk assessment,Perform audit for configuration change control","overr:Manual|Disabled,overr:Manual|Disabled,overr:Manual|Disabled,overr:Manual|Disabled,overr:Manual|Disabled,overr:Manual|Disabled,overr:Manual|Disabled,overr:Manual|Disabled","Manual,Manual,Manual,Manual,Manual,Manual,Manual,Manual","203101f5-99a3-1491-1b56-acccd9b66a9e,055da733-55c6-9e10-8194-c40731057ec4,d36700f2-2f0d-7c2a-059c-bdadd1d79f70,bd4dc286-2f30-5b95-777c-681f3a7913d3,8747b573-8294-86a0-8914-49e9b06a5ace,d18af1ac-0086-4762-6dc8-87cdded90e39,8c5d3d8d-5cba-0def-257c-5ab9ea9644dc,1282809c-9001-176b-4a81-260a085f4872"
"NIST_SP_800-53_R5_CM-3(1)","Regulatory Compliance,Regulatory Compliance,Regulatory Compliance,Regulatory Compliance,Regulatory Compliance,Regulatory Compliance","Automate approval request for proposed changes,Automate implementation of approved change notifications,Automate process to document implemented changes,Automate process to highlight unreviewed change proposals,Automate process to prohibit implementation of unapproved changes,Automate proposed documented changes","overr:Manual|Disabled,overr:Manual|Disabled,overr:Manual|Disabled,overr:Manual|Disabled,overr:Manual|Disabled,overr:Manual|Disabled","Manual,Manual,Manual,Manual,Manual,Manual","575ed5e8-4c29-99d0-0e4d-689fb1d29827,c72fc0c8-2df8-7506-30be-6ba1971747e1,43ac3ccb-4ef6-7d63-9a3f-6848485ba4e8,92b49e92-570f-1765-804a-378e6c592e28,7d10debd-4775-85a7-1a41-7e128e0e8c50,5c40f27b-6791-18c5-3f85-7b863bd99c11"
